paraphrase,id1,id2,sentence1,sentence2,text,is_paraphrase
1,2930014,2930092,"Veritas will offer its File System, Volume Manager and Cluster Server software products on SUSE Enterprise Server in the first quarter next year.","Already in beta, Veritas' File System, Volume Manager and Cluster Server products for SuSE Enterprise Linux Server should drop into the hands of customers in early 2004.","Veritas will offer its File System, Volume Manager and Cluster Server software products on SUSE Enterprise Server in the first quarter next year. Already in beta, Veritas' File System, Volume Manager and Cluster Server products for SuSE Enterprise Linux Server should drop into the hands of customers in early 2004.",True
1,968648,968698,"Sovereign's shares lost 74 cents, or 4.5%, to $15.68.","Sovereign shares closed on the New York Stock Exchange at $15.68, down 74 cents, or 4.5 percent.","Sovereign's shares lost 74 cents, or 4.5%, to $15.68. Sovereign shares closed on the New York Stock Exchange at $15.68, down 74 cents, or 4.5 percent.",True
0,1313546,1313533,"Rep. Peter Deutsch, D-Fla., criticized the FDA's efforts in Florida.","Peter Deutsch, D-Fla., said he wanted to congratulate the FDA.","Rep. Peter Deutsch, D-Fla., criticized the FDA's efforts in Florida. Peter Deutsch, D-Fla., said he wanted to congratulate the FDA.",False
1,2884490,2884846,"OS ANGELES, Oct. 24 Will Walt Disney Concert Hall, the new home of the Los Angeles Philharmonic, bring urban vitality to the city's uninviting downtown area?","OS ANGELES Walt Disney Concert Hall, the new home of the Los Angeles Philharmonic, is a French curve in a city of T squares.","OS ANGELES, Oct. 24 Will Walt Disney Concert Hall, the new home of the Los Angeles Philharmonic, bring urban vitality to the city's uninviting downtown area? OS ANGELES Walt Disney Concert Hall, the new home of the Los Angeles Philharmonic, is a French curve in a city of T squares.",True
1,159945,160232,"The United States wants the measure passed by June 3, when the oil-for-food program needs to be renewed.","The Bush administration wants the measure approved by June 3, when the existing oil-for-food program is up for renewal.","The United States wants the measure passed by June 3, when the oil-for-food program needs to be renewed. The Bush administration wants the measure approved by June 3, when the existing oil-for-food program is up for renewal.",True
1,1474104,1474149,"One of the company's employees was hospitalized in critical condition at Lee Memorial Hospital in Fort Myers, said hospital administrative assistant Alex Reichert.",One of the employees who survived the blast and fire was hospitalized in critical condition in Fort Myers.,"One of the company's employees was hospitalized in critical condition at Lee Memorial Hospital in Fort Myers, said hospital administrative assistant Alex Reichert. One of the employees who survived the blast and fire was hospitalized in critical condition in Fort Myers.",True
1,3061131,3061148,The comment period was to have expired on Monday.,A public comment period on the proposed new taxes will end on Monday.,The comment period was to have expired on Monday. A public comment period on the proposed new taxes will end on Monday.,True
1,2766043,2766012,"Shirley Hazzard and Edward P. Jones, both of whom needed more than a decade to complete their current novels, are among this year's nominees.","Shirley Hazzard and Edward P. Jones, both of whom needed more than a decade to complete their current novels, were also among the fiction finalists announced Wednesday.","Shirley Hazzard and Edward P. Jones, both of whom needed more than a decade to complete their current novels, are among this year's nominees. Shirley Hazzard and Edward P. Jones, both of whom needed more than a decade to complete their current novels, were also among the fiction finalists announced Wednesday.",True
1,274461,274830,"Two of the Britons, Sandy Mitchell from Glasgow and Glasgow-born William Sampson, face the death penalty.","Sandy Mitchell, 44, from Kirkintilloch, Glasgow, and William Sampson, a British citizen born in Glasgow, face beheading in public.","Two of the Britons, Sandy Mitchell from Glasgow and Glasgow-born William Sampson, face the death penalty. Sandy Mitchell, 44, from Kirkintilloch, Glasgow, and William Sampson, a British citizen born in Glasgow, face beheading in public.",True
1,1479614,1479631,But stocks have rallied sharply over the past 3-1/2 months amid hopes for an economic rebound later this year.,But stocks have roared higher in the past 3-1/2 months amid hopes for an economic rebound.,But stocks have rallied sharply over the past 3-1/2 months amid hopes for an economic rebound later this year. But stocks have roared higher in the past 3-1/2 months amid hopes for an economic rebound.,True
0,2268664,2268416,"The victim, who was also not identified, was taken to Kings County Hospital in critical condition.","The shooting victim was taken to Kings County Hospital Center, where he later died, the police said.","The victim, who was also not identified, was taken to Kings County Hospital in critical condition. The shooting victim was taken to Kings County Hospital Center, where he later died, the police said.",False
1,2630954,2631063,"This decision would ""throw a monkey wrench into the FCC's efforts to develop a vitally important national broadband policy,"" he said.","He added that the decision will ""throw a monkey wrench into the FCC's efforts to develop a vitally important national broadband policy.""","This decision would ""throw a monkey wrench into the FCC's efforts to develop a vitally important national broadband policy,"" he said. He added that the decision will ""throw a monkey wrench into the FCC's efforts to develop a vitally important national broadband policy.""",True
1,2126941,2126894,"The Rev. Christopher J. Coyne, spokesman for the archdiocese, wouldn't comment Friday.","The Rev. Christopher Coyne, spokesman for the archdiocese, did not immediately return several calls seeking comment.","The Rev. Christopher J. Coyne, spokesman for the archdiocese, wouldn't comment Friday. The Rev. Christopher Coyne, spokesman for the archdiocese, did not immediately return several calls seeking comment.",True
